Persona,Approx Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Suspended
Jay Austin Graham,,,Suspended,@JojoCampBackUp,2376205878,@TheRealJojoCamp,,,,
Jay Austin Graham,,,Suspended,@TheFakeJojoCamp,2802741777,@TheRealJojoCamp,,,,
Jay Austin Graham,,,Suspended,@TheRealJojoCamp,2849163540,Someone Else,,,,
Jay Austin Graham,,,Suspended,@JojoCampDotCom,2946217089,JojoCamp,,,,
Jay Austin Graham,,,Suspended,@tit4tatbitch,2957187513,TiT4TaT,,,,
Jay Austin Graham,,,Suspended,@jayleidermansux,2958419715,no,,,,
JDog Pitler,The Shed,2020-11-05,Suspended,@JdogPitler,1228808981482745864,J Picadillo,1583,,2020-02-15,
JDog Pitler,The Shed,2021-02-18,Suspended,@ZBcasghamber,1334287823898198017,JDog Pitler,889,,2020-12-03,
JDog Pitler,The Shed,2021-10-06,Suspended,@iLoveJews_LMAO,1385355924894748672,Jdog Peetler,65,,2021-04-22,
JDog Pitler,The Shed,2021-12-17,Suspended,@_CryHarder,1229078786341326848,JDog Pitler,224,,2020-02-16,2022-01-12
JDog Pitler,Shed adj / Nazi,2022-01-07,Suspended,@jdogpicadillo,1458813358996606980,J Dog Pit ler,110,,2021-11-11,2022-01-12
JDog Pitler,Shed adj / Nazi,2022-04-29,Suspended,@jaydogPitler,1518975812099215360,J-Dog Pitler,25,,2022-04-26,2022-04-30
Jeffler,Nazi Prop,2020-11-08,Suspended,@HeRapesLibtards,1325585059940888579,LibtardRaper 🐘🌹☭,625,,2020-11-08,2021-10-21
Jeffler,Nazi Prop,2020-11-18,Suspended,@THEFlNALHONKLER,1325148092866285572,Jeffler,3202,,2020-11-07,
Jeffler,Nazi Prop,2021-03-23,Suspended,@Jeffler,1374268849651122178,the kid crØaker ̸̟̇̇ ̵̼̀̽͗͠ ̴͂̈́̈͠ 𓆏,1126,,2021-03-23,
Jeffler,Nazi Prop,2021-05-17,Suspended,@JeffIur,1394329192511119360,croaker,,,2021-05-17,2021-06-17
Jeffler,Nazi Prop,2021-06-16,Suspended,@cleanitupjanny,1405189733769121804,Thę kįd crøæker,,,2021-06-16,2021-07-13
Jeffler,Nazi Prop,2021-06-26,Suspended,@TheFinalJeffler,1408646195774324740,-,,,2021-06-26,2021-07-12
Jeffler,Nazi Prop,2021-07-01,Suspended,@thefinaljefflur,1410431603357011970,The Kid Croaker,882,,2021-07-01,2021-08-06
Jeffler,Nazi Prop,2021-07-19,Suspended,@rawbeefIiver,1417278678824755205,𓆏 🦃 Ωliterally ☃️ mercuryΩ🎄,213,,2021-07-19,2021-12-09
Jeffler,Nazi Prop,2021-08-06,Suspended,@thekidcr0aker,1423686715844087812,Jeffler ̷̞̜̭̝̌́͒̃̈́ ̶̢͈̰͇̣̹͔̊̔̉͑𓆏 ̴̃̎̎͂̓,1703,,2021-08-06,2021-10-07
Jeffler,Nazi Prop,2021-10-04,Suspended,@rawbeefliver,1445082261808771082,-,23,,2021-10-04,2021-11-25
Jeffler,Nazi Prop,2021-11-12,Suspended,@DoctorJej,1459329741018701827,Hermes ⚚ The Kid Croaker 𓆏,168,,2021-11-12,2022-02-02
Jeffler,Nazi Prop,2022-02-08,Suspended,@thekid_croaker,1488916609204830210,Yung Hermes ⚚ 𓆏,436,,2022-02-02,2022-02-09
Jeffler,Nazi Prop,2022-02-16,Suspended,@DocturJej,1441072185435512834,Hermès ⚚ The Kid Croaker 𓆏,178,,2021-09-23,2022-02-17
Jeffrey,RGC,2021-12-19,Suspended,@LAraperguy,1412831499079061507,Jeffrey 🚬,,,2021-07-07,
Jeffrey,RGC,2022-02-04,Suspended,@Fauci14Fan88,1478718617592213505,Jeffrey 🚬,145,,2022-01-05,2022-02-09
Jeffrey,RGC,2022-02-20,Suspended,@K1984YS,1491424905476419584,jeffrey lol,125,,2022-02-09,2022-02-20
Jeffrey,RGC,2022-02-21,Suspended,@AoTfan1944,1492730537139744772,jeff,75,,2022-02-12,2022-02-22
Jeffrey,RGC,2022-05-10,Suspended,@strlghtpoet,,,,,,2022-05-10
Jeffrey,RGC,2022-05-23,Suspended,@cunnyfanman,1526844752360087554,,,,2022-05-18,2022-05-23
Jeffrey,RGC,2022-05-23,Suspended,@Jeff06102339,1523972618176675840,,,,2022-05-10,2022-05-23
Jeffrey,RGC,2022-07-01,Suspended,@BangerOomfie,,,,,,2022-07-01
Jej,Nazi,2022-02-23,Suspended,@LvdKJej,1457468864565026827,⊕ᛏᛟ,284,,2021-11-07,
Jej,Nazi,2022-03-03,Suspended,@JejKLvd,1481845242177413120,⊕ᛟᛉ,66,,2022-01-13,2022-03-09
Jej,Nazi,2022-03-09,Suspended,@LdKJvj,1500520910390009858,ᛚᛞᛉ,123,,2022-03-06,2022-03-11
Jej,Nazi,2022-03-28,Suspended,@KvkJvjL,1504197232396058625,ᛚᛞ,,,2022-03-16,2022-03-28
Jej,Nazi,2022-04-03,Suspended,@LvdJej,1510382948012412931,ᛚ,127,,2022-04-02,2022-04-05
Jej,Nazi,2022-05-05,Suspended,@JejLvdAlt,1519423100840038408,,,,2022-04-27,2022-05-05
Jej,Nazi,2022-05-23,Suspended,@LadJvjing,1527346961317171200,,,,2022-05-19,2022-05-23
Jej,Nazi,2022-07-12,Suspended,@Lvd1400,,,,,,2022-07-12
"Jesse Dunstan, TRS",TRS,2018-08-14,Suspended,@TRS7thSon,879290613962878976,,,,2017-06-25,2018-08-14
"Jesse Dunstan, TRS",TRS,2019-12-17,Suspended,@APeeinPatchie,727776964711485441,Yer-A-Peein' Patchie,124,,2016-05-04,2022-05-05
"Jesse Dunstan, TRS",TRS,2022-04-29,Suspended,@eddiesp00kghet1,1345447426228936704,Jesse Dunstan TRS,945,,2021-01-02,2022-04-30
"Jesse Dunstan, TRS",TRS,2022-05-04,Suspended,@SvenOfTRSyes,1520476580480442368,Sven Sonshanks,542,,2022-04-30,2022-05-05
"Jesse Dunstan, TRS",TRS,2022-05-07,Suspended,@SvenTrsJesse,,,,,,2022-05-07
Jimbo,America First,2020-09-22,Suspended,@JimbosZoomer,1185973594850856961,Jimbo 2,,,2019-10-21,2020-09-22
Jimbo,America First,2020-09-22,Suspended,@JimboZoomer,826606240599904257,Jimbo,2831,,2017-02-01,2022-05-10
Jimbo,America First,2020-11-04,Suspended,@jimbosstyle,1323835921586745345,Jimbo,,,2020-11-04,2021-01-05
Jimbo,America First,2020-11-05,Suspended,@Jimbostyl,1310297999629643776,Jimbo,,,2020-09-28,2020-11-05
Jimbo,America First,2021-02-27,Suspended,@jimbotics,1338711660358324224,Jimbo,,,2020-12-15,2021-02-28
Jimbo,America First,2021-06-09,Suspended,@kinomancing,1255072507679305729,Jimbo,24,,2020-04-28,
Jimbo,America First,2021-06-28,Suspended,@jymbaux,117910328,jimbaux,1533,,2010-02-27,2021-06-29
Jimbo,America First,2021-07-12,Suspended,@jimpeepo,102759125,Jumbo,,,2010-01-07,2021-07-12
Jimbo,America First,2021-09-22,Suspended,@jimpacor,102818639,Jimbop,1253,,2010-01-07,2021-10-07
Jimbo,America First,2021-12-03,Suspended,@PILYLIMA,110913829,Jimcognito,287,,2010-02-03,2021-12-07
Jimbo,America First,2022-03-16,Suspended,@siberlikon,101478385,Jimcognito,1005,,2010-01-03,2022-03-22
Jimbo,America First,2022-03-28,Suspended,@jomfun,,,,,,2022-03-28
Jimbo,America First,2022-04-02,Suspended,@JimboJetset3,1491145003455950849,,,,2022-02-08,2022-04-02
Jimbo,America First,2022-04-24,Suspended,@jetsetjimbo5,1503094768057864195,🏴󠁧󠁢󠁥󠁮󠁧󠁿Jimbo🇬🇧,304,,2022-03-13,2022-04-25
Jimbo,America First,2022-06-17,Suspended,@Jimbauxx,,,,,,2022-06-17
Jimbo,Nazi,2022-07-21,Suspended,@newjunglejim,,,,,,2022-07-21
Jinx,Irony bro,2022-06-06,Suspended,@crackconnoisser,1393240605828993028,,,,2021-05-14,2022-06-07
Jinx,Irony bro,2022-06-09,Suspended,@cokepusha,,,,,,2022-06-09
Jinx,Irony bro,2022-06-09,Suspended,@cracksm0ke,1429277853334609926,,,,2021-08-21,2022-06-08
Jinx,Irony bro,2022-06-13,Suspended,@crackcomposer,,,,,,2022-06-12
Jinx,Irony bro,2022-06-13,Suspended,@up0nmeth,2521977781,,,,,2022-06-13
Jinx,Irony bro,2022-06-16,Suspended,@schizoharmony,,,,,,
Jinx,Irony bro,2022-06-18,Suspended,@yeakeyhole,,,,,,2022-06-18
Jinx,Irony bro,2022-06-19,Suspended,@69somesexyguy69,,,,,,2022-06-19
Jinx,Irony bro,2022-06-21,Suspended,@schizocrack,,,,,,2022-06-21
Jiu Jitsu Groyper,Groyper,2020-08-20,Suspended,@JiuJitsuGroyper,1270389025749323778,𝕁𝕚𝕦-𝕁𝕚𝕥𝕤𝕦 𝔾𝕣𝕠𝕪𝕡𝕖𝕣 ➐,1002,,2020-06-09,
Jiu Jitsu Groyper,Groyper,2021-06-08,Suspended,@BigIronGroyper,1387164443784720393,𝙅𝙅𝙂,858,,2021-04-27,2022-05-02
Jiu Jitsu Groyper,Groyper,2021-11-14,Suspended,@JiuJitsuRanger,1423822917629104134,𝗝𝗝𝗚,1770,,2021-08-06,
Jiu Jitsu Groyper,Groyper,2021-12-15,Suspended,@JiuJitsuFren,1469002931131322373,,,,2021-12-09,2021-12-15
Jiu Jitsu Groyper,Groyper,2022-04-19,Suspended,@MisterJiuJitsu,1515423355863711757,Jeremy J. Gentry,535,,2022-04-16,2022-04-21
Joe Prichard,WN Podcaster,2019-09-04,Suspended,@joeprich79,1118941478091411461,Regular Joe,,,2019-04-19,
Joe Prichard,WN Podcaster,2019-09-22,Suspended,@MrPrichard87,1170184324630474753,Handsome Joe,,,2019-09-08,
Joe Prichard,WN Podcaster,2020-10-23,Suspended,@JosephPrichard7,1216765317176791040,Joe,1523,,2020-01-13,2020-10-23
Joe Prichard,WN Podcaster,2021-02-18,Suspended,@PrichJoseph,1271504805303848962,Just Joe,1515,,2020-06-13,
Joe Prichard,WN Podcaster,2022-01-09,Suspended,@JustJoeRadio,1448383241262714883,Just Joe Radio,128,,2021-10-13,2022-01-12
Joe Roganstein,Shed adj,2021-01-29,Suspended,@roganstein,1331313894736883715,𝙿𝚞𝚗𝚒𝚜𝚑𝚎𝚍 𝙹𝚘𝚎 𝚁𝚘𝚐𝚊𝚗𝚜𝚝𝚎𝚒𝚗,1502,,2020-11-24,
Joe Roganstein,Shed adj,2021-12-30,Suspended,@Rogainstein,1466523269939351554,𝙹𝚘𝚜𝚎𝚙𝚑 𝚁𝚘𝚐𝚊𝚗𝚜𝚝𝚎𝚒𝚗,184,,2021-12-02,2022-01-12
Joe Roganstein,Shed adj,2022-01-06,Suspended,@rogansteinberg,1476725239283286017,𝙹𝚘𝚜𝚎𝚙𝚑 𝚁𝚘𝚐𝚊𝚗𝚜𝚝𝚎𝚒𝚗 (follow limited),366,,2021-12-30,2022-01-12
Joe Roganstein,Shed adj,2022-01-10,Suspended,@rogainestein,1473083218110779393,𝙹𝚘𝚜𝚎𝚙𝚑 𝚁𝚘𝚐𝚊𝚒𝚗𝚎𝚜𝚝𝚎𝚒𝚗,453,,2021-12-20,2022-01-13
Joe Roganstein,Shed adj,2022-01-30,Suspended,@rogansteinus,1483623257710284801,𝙿𝚞𝚗𝚒𝚜𝚑'𝚍 𝙸𝚘𝚜𝚎𝚙𝚑 𝚁𝚘𝚐𝚊𝚗𝚜𝚝𝚎𝚒𝚗,239,,2022-01-18,2022-02-01
Joe Roganstein,Shed adj,2022-02-03,Suspended,@ShmuleGoldberg,1489083968456560640,Chinese 𝙽𝚎𝚠 𝚈𝚎𝚊𝚛 𝚁𝚘𝚐𝚊𝚗𝚜𝚝𝚎𝚒𝚗,50,,2022-02-03,2022-02-03
JoeH,The Shed,2019-11-18,Suspended,@GhostOfJoeH,1195756086139031552,Ghost of Joe H.,,,2019-11-17,2019-11-18
JoeH,The Shed,2019-11-20,Suspended,@JeSuisJoeH,1196599271266619392,J.0.3 /-/,,,2019-11-19,2019-11-20
JoeH,The Shed,2019-11-21,Suspended,@_ArcticFrost,1197585899825106949,JΩ3 |-|,,,2019-11-22,
JoeH,The Shed,2019-11-21,Suspended,@__Joe_H__,1196817895633891329,|-|,,,2019-11-20,2019-11-21
JoeH,The Shed,2019-11-24,Suspended,@_GroundhogDay,1197948900931448832,ᏠᎧᏋ 𝓗.,,,2019-11-22,
JoeH,The Shed,2019-11-26,Suspended,@dailyshoahd,1199032011807027201,𝕵θ3 /-/,,,2019-11-26,2019-11-26
JoeH,The Shed,2019-11-27,Suspended,@_Arthur__Fleck_,1199337244495998979,ﾌの乇 ん.,,,2019-11-27,2019-11-27
JoeH,The Shed,2019-12-02,Suspended,@_NotGonnaDie_,1200484431351439361,Joe Goebbels,169,,2019-11-30,2019-12-02
JoeH,The Shed,2019-12-05,Suspended,@_White_xmas_,1201970253640675336,Joe McCarthy,,,2019-12-04,2019-12-05
JoeH,The Shed,2019-12-06,Suspended,@IamPersecuted,1202269446804406272,H. fan account,,,2019-12-05,2019-12-06
JoeH,The Shed,2019-12-08,Suspended,@_Here_Forever_,1202381184799576064,JOE H.,,,2019-12-05,2019-12-08
JoeH,The Shed,2019-12-14,Suspended,@JackisMyBitch_,1203463949347426304,H. J03,,,2019-12-08,2019-12-14
JoeH,The Shed,2019-12-17,Suspended,@JackisCucked,1205532855515910146,José,,,2019-12-14,2019-12-17
JoeH,The Shed,2019-12-20,Suspended,@EffJackDorsey,1206969231570587648,Giuseppe H.,,,2019-12-18,2019-12-20
JoeH,The Shed,2020-01-02,Suspended,@RabbiYosef_H,1208047587212890112,Yosef H.,,,2019-12-21,2020-01-02
JoeH,The Shed,2020-03-17,Suspended,@Anti_Rodents,1212860197925900288,Josephssøn,,,2020-01-03,2020-03-23
JoeH,The Shed,2020-03-24,Suspended,@OvertRacism,1237176112666546176,CEO of Overt White Supremacy,,,2020-03-10,2020-03-24
JoeH,The Shed,2020-03-24,Suspended,@Retired_CEO_,1242116548829024256,Josephssøn ( ex ceo),,,2020-03-24,2020-03-25
JoeH,The Shed,2020-04-01,Suspended,@__COVID___19__,1242959157583589376,COVID-19 fan,,,2020-03-26,2020-04-13
JoeH,The Shed,2020-05-21,Suspended,@_BornOnEaster_,1249388732664381440,COVID-14 Advocate,,,2020-04-13,2020-05-21
JoeH,The Shed,2020-05-26,Suspended,@MuhBlackQueens,1263523328389767168,Ethnic Distancing Advocate,,,2020-05-22,2020-05-26
JoeH,The Shed,2020-05-27,Suspended,@_Derek_Vinyard_,1265019162163924992,Proponent of Bigotry,,,2020-05-26,2020-05-27
JoeH,The Shed,2020-05-27,Suspended,@HateJoggers,1258789327309594624,Jogger Hater,,,2020-05-09,2020-05-27
JoeH,The Shed,2020-05-31,Suspended,@_George_Floyd_,1266027055637987331,George Floyd,,,2020-05-29,2020-05-31
JoeH,The Shed,2020-06-05,Suspended,@Gimme_da_Loot_,1266765355680247809,Gustav,,,2020-05-31,2020-06-05
JoeH,The Shed,2020-06-10,Suspended,@Hate_Enthusiast,1268941730335817729,Jack,,,2020-06-06,2020-06-10
JoeH,The Shed,2020-06-13,Suspended,@SmuglyWhite,1271544857266458624,CEO of Blatant Whiteness,,,2020-06-13,2020-06-15
JoeH,The Shed,2020-07-01,Suspended,@JackDorseysGay,1273391181372829697,Stravinsky,,,2020-06-18,2020-07-01
JoeH,The Shed,2020-07-11,Suspended,@Piss_Earth,1279077787035414528,Schubert,,,2020-07-04,2020-07-11
JoeH,The Shed,2020-07-13,Suspended,@PunchNegroids,1282361908595654659,Wagner,1567,,2020-07-13,2020-08-17
JoeH,The Shed,2020-08-15,Suspended,@HateJunkie,1294320959881699330,Franz Liszt,2692,,2020-08-15,2020-11-07
JoeH,The Shed,2020-11-10,Suspended,@FranzLiszt66,1326210222533337091,Franz Liszt fan account,1252,,2020-11-10,
JoeH,The Shed,2021-01-14,Suspended,@Liebestraum60,1349753904062492675,Franz Liszt fan account,1122,,2021-01-14,
JoeH,The Shed,2021-02-07,Suspended,@FranzLiszt70,1358190824547373057,Franz,1571,,2021-02-07,2021-02-28
JoeH,The Shed,2021-05-01,Suspended,@WeimarPianist,1388519042588229641,Franz Liszt,,,2021-05-01,2021-06-16
JoeH,The Shed,2021-07-01,Suspended,@Liebestraum90,1410679145886068741,Franz L.,,,2021-07-01,2021-07-12
JoeH,The Shed,2021-12-23,Suspended,@ReaiLiszt,1474086690084073475,Franz,,,2021-12-23,2021-12-30
JoeH,The Shed,2022-01-10,Suspended,@RealLiszt_,1477467683448893440,Franz Liszt,516,,2022-01-01,2022-01-12
Joes Chipper,,2021-08-09,Suspended,@joeschipper7716,1424180778624327680,,1,,2021-08-07,2022-04-08
Joes Chipper,,2021-10-04,Suspended,@joeschipper7714,1432317077042475011,,,,2021-08-30,2021-10-04
Joes Chipper,,2021-11-11,Suspended,@joeschipper8737,1453107566209376260,Manley Construction,3,,2021-10-26,2022-04-08
Joes Chipper,,2021-11-11,Suspended,@joeschipper7722,1458729230028713984,Bing Chilling,2,,2021-11-11,2022-04-08
Joes Chipper,,2021-12-22,Suspended,@joeschipper6716,1458874958269005827,prophet mohammad mashallah 🙏🏿🙏🏿🙏🏿,6,,2021-11-11,2022-04-08
Joes Chipper,,2022-01-02,Suspended,@joeschipper6475,1474367084154994697,greg paul,2,,2021-12-24,2022-04-08
Joes Chipper,,2022-03-23,Suspended,@joeschipper7720,1491370306962919427,john 🇷🇺,30,,2022-02-09,2022-04-08
Joes Chipper,,2022-04-01,Suspended,@joeschipper7616,1506614572018544646,marketable man,22,,2022-03-23,2022-04-08
Joes Chipper,,2022-04-03,Suspended,@joeschipper6490,1509967072524185603,Milk Man,20,,2022-04-01,2022-04-08
Joes Chipper,,2022-04-08,Suspended,@joeschipper7719,1407356268344393731,john chipper,0,,2021-06-22,2022-04-08
Joes Chipper,,2022-04-08,Suspended,@joeschipper7615,1510752791324733448,Milk Man,15,,2022-04-03,2022-04-08
Joes Chipper,,2022-04-08,Suspended,@joeschipper8727,1487095533202296836,John,0,,2022-01-28,2022-04-08
Joes Chipper,,2022-04-19,Suspended,@rothen7716,1512833286749528077,joes chipper⁸³ the 37th,11,,2022-04-09,2022-04-21
JoeyCamp,,,Not Available,@BrewsBros85,,,,,,
JoeyCamp,,,Not Available,@Covidismyfriend,,,,,,
JoeyCamp,,,Not Available,@dreamkerosene,,,,,,
JoeyCamp,,,Not Available,@GodBlessTexas73,,,,,,
JoeyCamp,,,Not Available,@NommyCompany,,,,,,
JoeyCamp,,,Not Available,@RedneckTex]2,,,,,,
JoeyCamp,,,Not Available,@XYZBDF3,,,,,,
Jogge,Nazi,2021-05-17,Suspended,@Joggasmilk,1370057368747307009,Jogga,146,,2021-03-11,
Jogge,Nazi,2021-06-02,Suspended,@Punishedjogger,1400082829229412358,boobamilk,,,2021-06-02,2021-06-26
Jogge,Nazi,2021-06-04,Suspended,@lactationlover1,1400799487405219843,(◔◡◔) ♥ jøgge ♥,,,2021-06-04,2021-07-08
Jogge,Nazi,2021-11-05,Suspended,@GamingRacism,1357725584495902724,,,,2021-02-05,2022-05-19
Jogge,Nazi,2021-11-14,Suspended,Hyperboreanboob,1393592325855657989,joggo,85,,2021-05-15,
Jogge,Nazi,2021-11-15,Suspended,@Hyperboreanboob,1393592325855657989,🥛 Merry Jøggmas 🥛,,,2021-05-15,2021-12-13
Jogge,Nazi,2021-11-15,Suspended,@heterogroyper,1399794665809924096,JoJøgge,164,,2021-06-01,2021-11-15
Jogge,Nazi,2021-12-16,Suspended,@gurabreastmilk,1471590939747667969,jogge,,,2021-12-16,2022-01-27
Jogge,Nazi,2022-03-09,Suspended,@Joggerreal,1496400952739385345,theoneJøgge,17,,2022-02-23,2022-03-10
Jogge,Nazi,2022-03-10,Suspended,@thesuperjogge,1501941900080680977,Jågge,5,,2022-03-10,2022-03-12
Jogge,Nazi,2022-03-21,Suspended,@Gigasuperchad,1502685496299958282,Jogge 🇳🇴🇳🇴🇳🇴🇳🇴,64,,2022-03-12,2022-03-21
John Palmer,Patriotic Alternative,2022-01-09,Suspended,@MyBlackBess,1414556953351790592,John Palmer: Unvaxxed Pure Blood,,,2021-07-12,2022-01-09
John Palmer,Patriotic Alternative,2022-02-19,Suspended,@KarenAJCohen,1443489278156226560,Karen Cohen ❤️ 🇮🇱+🇪🇺+🇰🇪+🏳️‍🌈+🏳️‍⚧️,,,2022-02-19,2022-02-26
John Palmer,Patriotic Alternative,2022-02-19,Suspended,@DicksBlackBess,1232628769615237120,,,,2020-02-26,2022-02-19
John Palmer,Patriotic Alternative,2022-05-12,Suspended,@StreichRuben,1513468938579062785,Ruben Streich,293,,2022-04-11,2022-05-13
John Palmer,Patriotic Alternative,2022-05-20,Suspended,@OliviaM91103578,1478710841180569603,Olivia Mosley,1095,,2022-01-05,2022-05-22
John Palmer,Patriotic Alternative,2022-05-20,Suspended,@john_palmer14,1526953171679162368,Tim Wolf,31,,2022-05-18,2022-05-23
John Palmer,Patriotic Alternative,2022-05-20,Suspended - NC,@TimAirWolf,1526953171679162368,Tim Wolf,31,,2022-05-18,
John Palmer,Patriotic Alternative,2022-05-25,Suspended,@brianco1960,,,,,,2022-05-25
John Palmer,Patriotic Alternative,2022-05-27,Suspended,@SunFlowerSam6,,,,,,2022-05-27
John Palmer,Patriotic Alternative,2022-05-30,Suspended,@AnnMari55304854,1530108337244844032,Ann_Marie,64,,2022-05-27,2022-05-31
John Palmer,English racist,2022-06-07,Suspended,@MacdowallDavid,,,,,,2022-06-07
John Palmer,English racist,2022-06-20,Suspended,@TerryDyce,,,,,,2022-06-20
John Palmer,English racist,2022-07-04,Suspended,@FoxhoundStables,,,,,,2022-07-04
Johnny,Nazi,2022-05-23,Suspended,@AmericaJohnward,1527610095219183619,,,,2022-05-20,2022-05-23
Johnny,The Shed,2022-05-25,Suspended,@JohnDanger1776,,,,,,2022-05-24
Johnny,The Shed,2022-05-26,Suspended,@Fedpost_Truckin,1529473075636539397,Johnathan Truckinberg,25,,2022-05-25,2022-05-26
Johnny,The Shed,2022-05-26,Suspended,@Dohnny_Johnny,1529078082379857920,,,,2022-05-24,2022-05-25
Johnny,The Shed,2022-05-28,Suspended,@PunishedTrucker,1529813313982304256,,,,2022-05-26,2022-05-29
Johnny,The Shed,2022-05-30,Suspended,@spedposter,1530823939806699521,Punished Spedposter,14,,2022-05-29,2022-05-31
Johnny,The Shed,2022-06-05,Suspended,@SpedposterS,,,,,,2022-06-06
Johnny,The Shed,2022-06-09,Suspended,@spederal,,,,,,2022-06-07
Johnny,The Shed,2022-06-11,Suspended,@mcclane_johnny,,,,,,2022-06-09
Johnny,The Shed,2022-06-12,Suspended,@2xfedpost,,,,,,2022-06-11
Johnny,The Shed,2022-06-13,Suspended,@FrenMelt,,,,,,2022-06-13
Johnny,The Shed,2022-06-13,Suspended,@FrenPhilly,1280186656600068100,,,,2020-07-06,2022-06-12
Johnny,The Shed,2022-06-17,Suspended,@1970Fren,,,,,,2022-06-17
Johnny,The Shed,2022-06-20,Suspended,@SNOWMAN11BRAVO,,,,,,2022-06-20
Johnny,The Shed,2022-06-21,Suspended,@44MagnumFren,,,,,,2022-06-21
Johnny,The Shed,2022-07-09,Suspended,@M16A2fren,,,,,,2022-07-09
Johnny,The Shed,2022-07-11,Suspended,@GynoGroyper,,,,,,2022-07-11
Johnny,The Shed,2022-07-12,Suspended,@CarlysTopGuy_,,,,,,2022-07-12
Johnny,The Shed,2022-07-13,Suspended,@CarlysTopGuy1,,,,,,2022-07-13
Johnny,The Shed,2022-07-17,Suspended,@DarrellDingus,,,,,,2022-07-17
Johnny,The Shed,2022-07-18,Suspended,@JFucksly,,,,,,2022-07-18
Johnny,The Shed,2022-07-20,Suspended,@PussyNjoyer1488,,,,,,2022-07-21
Johnny Fedpost,Groyper,2020-07-12,Suspended,@JFedposter,2277971352,Johnny Fedposter,628,,2014-01-05,
Johnny Fedpost,Groyper,2021-11-21,Suspended,@Garand1488,1462313928629768198,Johnny Marvpost,1106,,2021-11-21,2022-02-14
Johnny Fedpost,Groyper,2022-02-15,Suspended,@Frenpost1,1493522876024045573,John,11,,2022-02-15,2022-02-16
Johnny Fedpost,Groyper,2022-02-16,Suspended,@Feedpost69,1493895249101393920,JAH KNEE 🇺🇸🏳️‍🌈✡️,6,,2022-02-16,2022-02-17
Johnny Fedpost,Groyper,2022-02-16,Suspended,@Fedpost1,1492604863905091588,Fedpost,428,,2022-02-12,2022-02-15
Johnny Fedpost,Nazi / Groyper,2022-04-20,Suspended,@KingBedBoogie,1516534158897545219,John Mattress,56,,2022-04-19,2022-04-21
Johnny Fedpost,Nazi / Groyper,2022-04-25,Suspended,@PissJugUser1776,1517171634301403136,Dick Muscle (American Hero),154,,2022-04-21,2022-04-25
Johnny Fedpost,Nazi / Groyper,2022-05-10,Suspended,@JohnPEEJones,1521264082804146177,,,,2022-05-02,2022-05-11
Johnny Fedpost,Nazi,2022-05-16,Suspended,@going_postal1,,,,,,2022-05-16
Johnny Fedpost,Nazi,2022-05-17,Suspended,@truckin_johnny,,,,,,2022-05-17
Johnny Fedpost,Nazi,2022-05-18,Suspended,@JFedpost,,,,,,2022-05-18
Johnny Fedpost,Nazi,2022-05-20,Suspended,@JohKneeF,,,,,,2022-05-20
Jordy,Nazi,2022-02-22,Suspended,@saxonkaiser,1495932116089061378,Jordy,,,2022-02-21,2022-02-23
Jordy,Nazi,2022-02-24,Suspended,@SigmaSkywalker,1481893451994181637,Jords,69,,2022-01-14,2022-02-25
Jordy,Nazi,2022-03-13,Suspended,@SaxonSuperman,1498381490303942656,Jordy,158,,2022-02-28,2022-03-16
Jordy,Nazi,2022-03-16,Suspended,@HelloHimmler,1503490704064057345,Jordy 2.0,80,,2022-03-14,2022-03-17
Jordy,Nazi,2022-03-24,Suspended,@Jordster5000,1504998185529450497,Jords,113,,2022-03-18,2022-03-25
Jordy,Nazi,2022-04-11,Suspended,@Jayster1919,1512146191038963713,Jordster,12,,2022-04-07,2022-04-12
Jordy,Nazi,2022-05-05,Suspended,@JaymanJordy,1517713151487324160,Jay,68,,2022-04-22,2022-05-06
Jordy,Nazi,2022-05-15,Suspended,@str8eightysixed,,,,,,2022-05-15
Josef Bosch,,2019-03-31,Suspended,@josboscjos,1007253941107621889,J. Bosch,,,2018-06-14,2019-04-01
Josef Bosch,,2019-06-01,Suspended,@josefbosredux,753125934715265025,Ɉ. Bosché,2552,,2016-07-13,2019-06-02
Josef Bosch,,2019-07-26,Suspended,@banboschforever,802985361144168452,ℑosef Ɓosch (Refollow!),,,2016-11-28,
Josef Bosch,,2019-09-23,Suspended,@boschybosch,726657852178333696,J. Bosch,3702,,2016-05-01,2019-09-23
